brokered_by,price,bed,bath,house_size,status_sold,property_type_large,property_type_medium,property_type_small
48307,249900,2,1,1364,1,0,0,1
97152,149900,2,1,705,1,0,0,1
21437,269900,3,2,1609,1,0,1,0
22789,339900,3,2,1419,1,0,0,1
53016,250000,2,2,1416,1,0,0,1
27510,425000,3,2,2250,1,0,1,0
22700,239900,2,1,930,1,0,0,1
41067,224900,2,2,1400,1,0,0,1
30212,259900,3,1,1240,1,0,0,1
41067,169900,2,1,816,1,0,0,1
22637,365000,2,2,1287,1,0,0,1
8147,170000,2,1,1050,1,0,0,1
30212,169900,2,1,940,1,0,0,1
22188,395000,3,2,2073,1,0,1,0
737,499000,3,2,1900,1,0,1,0
48733,219900,2,1,680,1,0,0,1
41392,340000,4,2,1832,1,0,1,0
16607,389000,4,3,2606,1,0,1,0
96714,89900,3,2,1812,1,0,1,0
107912,179900,2,1,903,1,0,0,1
61569,175000,1,1,630,1,0,0,1
48733,625000,3,2,1816,1,0,1,0
16607,369000,3,3,2214,1,0,1,0
11836,269900,3,2,1676,1,0,1,0
69377,149999,3,1,1144,1,0,0,1
58796,389999,3,2,1363,1,0,0,1
61569,499000,3,3,2952,1,0,1,0
107912,219000,3,2,1716,1,0,1,0
22188,999900,3,2,1982,1,0,1,0
48733,409000,3,1,1186,1,0,0,1
38155,379900,4,3,2553,1,0,1,0
107912,239000,3,2,1219,1,0,0,1
99300,200000,2,1,920,1,0,0,1
74001,250000,4,2,2391,1,0,1,0
94681,154900,4,2,1742,1,0,1,0
61569,299000,3,1,1268,1,0,0,1
94681,565000,3,2,1974,1,0,1,0
27510,443900,2,2,1437,1,0,0,1
48733,549500,4,3,2429,1,0,1,0
41392,239900,4,1,1638,1,0,1,0
48733,349800,3,2,1149,1,0,0,1
10856,319900,4,2,1504,1,0,1,0
81218,218500,3,1,1230,1,0,0,1
17792,389900,4,3,2456,1,0,1,0
22188,379000,3,2,1551,1,0,1,0
736,254900,2,1,1294,1,0,0,1
2099,139931,2,1,736,1,0,0,1
96714,189900,6,3,2892,1,0,1,0
736,425000,5,3,3164,1,1,0,0
27510,445000,3,2,1820,1,0,1,0
41392,149900,2,1,768,1,0,0,1
107912,439000,4,3,2052,1,0,1,0
42445,149900,3,2,1408,1,0,0,1
81218,249000,3,2,1782,1,0,1,0
94287,269900,3,2,1716,1,0,1,0
60033,239000,3,1,1428,1,0,0,1
10859,209900,2,2,1334,1,0,0,1
11836,124900,3,1,1144,1,0,0,1
27510,369000,3,2,2062,1,0,1,0
37427,447500,3,1,806,1,0,0,1
737,175000,2,1,844,1,0,0,1
99300,599000,6,4,2584,1,0,1,0
94287,274900,4,2,2666,1,0,1,0
97152,539500,3,3,2644,1,0,1,0
48460,279900,3,2,1334,1,0,0,1
99300,369900,5,1,1852,1,0,1,0
4006,150000,2,1,960,1,0,0,1
17792,399900,3,2,1954,1,0,1,0
27510,950000,12,8,5434,1,1,0,0
10198,249900,3,2,1155,1,0,0,1
61569,439000,3,1,1476,1,0,0,1
33714,395000,6,3,2008,1,0,1,0
48733,293000,3,1,1108,1,0,0,1
16607,395000,4,3,2486,1,0,1,0
22188,295000,3,2,1512,1,0,1,0
12856,149000,3,2,1776,1,0,1,0
22188,175000,1,1,738,1,0,0,1
65658,180000,3,1,1596,1,0,1,0
41392,474000,3,3,2464,1,0,1,0
41392,179000,4,1,1586,1,0,1,0
107912,459900,4,3,2852,1,0,1,0
22188,405000,3,2,2277,1,0,1,0
736,310000,3,1,1614,1,0,1,0
96714,289900,4,2,1443,1,0,0,1
102299,224900,4,2,1460,1,0,0,1
16607,259000,2,1,1257,1,0,0,1
38155,215000,4,2,1657,1,0,1,0
65658,214900,3,2,1275,1,0,0,1
65658,210000,3,1,900,1,0,0,1
6569,115000,3,1,904,1,0,0,1
10198,399900,6,4,2672,1,0,1,0
98196,239000,3,2,1824,1,0,1,0
107912,274900,3,1,1678,1,0,1,0
48460,199000,3,1,1369,1,0,0,1
53016,375000,2,2,1050,1,0,0,1
61569,650000,3,3,1764,1,0,1,0
41392,139500,3,2,1268,1,0,0,1
61569,299000,3,1,1288,1,0,0,1
41392,235900,3,1,1212,1,0,0,1
8936,239900,3,2,1563,1,0,1,0
11836,218000,2,1,1372,1,0,0,1
61494,219900,3,1,925,1,0,0,1
22188,269900,2,1,1050,1,0,0,1
22188,575000,3,2,1500,1,0,1,0
86588,219900,3,2,1732,1,0,1,0
8953,324900,3,1,960,1,0,0,1
7905,249900,3,1,1353,1,0,0,1
83893,110000,2,1,832,1,0,0,1
10194,299900,3,2,1601,1,0,1,0
4006,289900,3,3,1332,1,0,0,1
37427,279900,2,1,1080,1,0,0,1
94514,217000,3,1,1500,1,0,1,0
8936,179900,2,1,962,1,0,0,1
8936,129900,1,1,600,1,0,0,1
69377,150000,8,5,3360,1,1,0,0
69377,249900,3,2,1394,1,0,0,1
736,475000,3,3,2300,1,0,1,0
8147,415000,3,2,1933,1,0,1,0
83893,354900,3,2,1776,1,0,1,0
48460,259000,4,2,1365,1,0,0,1
41392,212000,2,1,1201,1,0,0,1
107912,184900,2,1,936,1,0,0,1
67185,337500,3,2,2262,1,0,1,0
41392,425000,4,2,2576,1,0,1,0
102299,199900,4,3,2160,1,0,1,0
107912,214900,3,1,984,1,0,0,1
94681,229900,3,1,1279,1,0,0,1
65658,255000,3,2,1176,1,0,0,1
69377,294900,3,1,1670,1,0,1,0
22789,318000,3,2,1424,1,0,0,1
88638,319000,3,2,1856,1,0,1,0
27510,725000,5,3,3460,1,1,0,0
22188,349000,3,2,1764,1,0,1,0
27510,479000,4,2,2083,1,0,1,0
37427,289900,3,2,1052,1,0,0,1
27510,269000,4,2,2081,1,0,1,0
7905,349900,5,3,2598,1,0,1,0
10198,624900,3,4,2880,1,0,1,0
22188,519900,3,2,1260,1,0,0,1
17792,319900,5,4,2261,1,0,1,0
37775,657500,3,3,2023,1,0,1,0
94287,274900,3,1,1962,1,0,1,0
10859,257500,4,2,1684,1,0,1,0
27510,299900,3,1,1386,1,0,0,1
41392,194900,4,1,1188,1,0,0,1
22188,274900,3,1,1062,1,0,0,1
37427,450000,3,3,2157,1,0,1,0
27510,279000,2,2,1003,1,0,0,1
94287,329900,3,1,1854,1,0,1,0
65612,259000,3,2,1464,1,0,0,1
94681,359000,3,2,2107,1,0,1,0
81218,219900,3,1,1104,1,0,0,1
96714,149950,3,2,1344,1,0,0,1
737,439900,3,2,2127,1,0,1,0
22700,245000,1,2,1043,1,0,0,1
8936,299900,4,2,2523,1,0,1,0
65658,189000,2,2,1376,1,0,0,1
97152,209900,3,2,1728,1,0,1,0
74001,200000,5,2,2316,1,0,1,0
94681,239900,3,1,1152,1,0,0,1
10198,239900,3,2,1200,1,0,0,1
69377,164900,3,2,1496,1,0,0,1
48460,198000,6,3,2784,1,0,1,0
94287,240000,2,1,1400,1,0,0,1
61569,585000,6,3,3126,1,1,0,0
48460,274900,3,2,1856,1,0,1,0
97152,259500,3,1,1342,1,0,0,1
2099,289900,4,3,1816,1,0,1,0
65658,249900,2,1,1076,1,0,0,1
40227,129900,4,3,1960,1,0,1,0
65919,279500,2,2,2141,1,0,1,0
61569,650000,4,4,2435,1,0,1,0
10198,269900,3,1,1915,1,0,1,0
737,289000,1,1,803,1,0,0,1
99300,275000,3,1,957,1,0,0,1
27510,278000,3,1,925,1,0,0,1
107912,230000,3,1,1272,1,0,0,1
56419,299000,3,2,1457,1,0,0,1
87415,409900,3,2,1232,1,0,0,1
48733,380000,3,2,1408,1,0,0,1
22188,130000,3,1,1305,1,0,0,1
10194,189900,2,1,868,1,0,0,1
4006,149900,4,2,1536,1,0,1,0
27510,649000,4,3,2367,1,0,1,0
69377,239000,4,2,1937,1,0,1,0
10859,249900,2,1,1248,1,0,0,1
17792,399900,3,2,1232,1,0,0,1
61569,475000,5,3,3250,1,1,0,0
69377,259900,3,1,1248,1,0,0,1
10859,189900,3,1,1242,1,0,0,1
37427,450000,7,3,3408,1,1,0,0
10198,299000,4,2,2014,1,0,1,0
21935,995000,6,6,7559,1,1,0,0
22188,195000,2,1,806,1,0,0,1
10198,59900,3,1,1317,1,0,0,1
74001,350000,5,5,7259,1,1,0,0
80619,349900,3,2,2348,1,0,1,0
38155,200000,2,1,576,1,0,0,1
86588,249000,3,1,1344,1,0,0,1
737,249900,2,1,663,1,0,0,1
65658,172000,6,2,2280,1,0,1,0
107912,279900,3,1,1420,1,0,0,1
17792,309900,2,2,1248,1,0,0,1
94681,234900,3,2,1368,1,0,0,1
8577,159900,3,1,1224,1,0,0,1
7906,145000,2,1,821,1,0,0,1
22637,429900,4,2,1607,1,0,1,0
88638,55000,2,1,1000,1,0,0,1
22188,445000,3,2,1656,1,0,1,0
22188,289000,2,1,950,1,0,0,1
94287,260000,3,1,1318,1,0,0,1
99300,349900,5,2,1944,1,0,1,0
99300,799000,6,6,5642,1,1,0,0
33714,319000,3,2,1210,1,0,0,1
38155,205000,3,2,1812,1,0,1,0
53016,699000,6,3,3092,1,1,0,0
64569,360000,3,2,2120,1,0,1,0
107958,349900,3,2,1152,1,0,0,1
69377,269900,3,2,1574,1,0,1,0
107958,499900,4,2,2292,1,0,1,0
71774,99000,4,4,2496,1,0,1,0
17792,279900,3,1,968,1,0,0,1
94287,144500,2,1,964,1,0,0,1
17792,435000,4,3,1560,1,0,1,0
107912,299900,4,2,1594,1,0,1,0
11836,234900,6,4,3369,1,1,0,0
101392,399000,3,3,2368,1,0,1,0
27510,575000,3,3,1943,1,0,1,0
69377,184500,4,2,2166,1,0,1,0
22188,195000,2,2,1120,1,0,0,1
48460,189000,4,2,1548,1,0,1,0
99300,249000,3,1,1539,1,0,1,0
37594,254900,7,4,2992,1,0,1,0
22188,785000,3,2,2101,1,0,1,0
26582,199900,7,4,3550,1,1,0,0
83893,499900,3,3,2088,1,0,1,0
41392,179900,2,1,1392,1,0,0,1
737,799000,4,4,3200,1,1,0,0
107912,449900,3,3,2878,1,0,1,0
22188,390000,4,2,1976,1,0,1,0
107912,349900,2,1,1000,1,0,0,1
107912,349900,2,1,1000,1,0,0,1
41392,398000,3,2,1900,1,0,1,0
107912,449900,4,3,3296,1,1,0,0
78556,435000,5,2,3098,1,1,0,0
67269,275000,9,3,4149,1,1,0,0
22700,214900,2,1,969,1,0,0,1
39879,199900,4,2,1386,1,0,0,1
71852,159000,3,2,1064,1,0,0,1
33714,255000,4,1,1031,1,0,0,1
46730,199900,2,1,912,1,0,0,1
22637,250000,4,3,1536,1,0,1,0
81218,289900,3,2,1201,1,0,0,1
22188,165000,2,2,1280,1,0,0,1
37775,199900,3,2,2334,1,0,1,0
89766,299900,3,1,1392,1,0,0,1
85966,219900,3,1,1646,1,0,1,0
22637,429000,4,4,2216,1,0,1,0
97152,299500,2,2,1632,1,0,1,0
22700,499900,4,3,2080,1,0,1,0
4006,239900,4,2,1687,1,0,1,0
8147,250000,6,2,2252,1,0,1,0
104047,299900,4,2,1800,1,0,1,0
80325,324900,3,2,1591,1,0,1,0
22789,199900,3,1,912,1,0,0,1
99300,299000,3,1,1075,1,0,0,1
85966,264999,4,2,1716,1,0,1,0
68778,227500,3,1,916,1,0,0,1
61569,239000,2,2,1300,1,0,0,1
61569,149000,3,1,1724,1,0,1,0
75790,262500,3,2,1020,1,0,0,1
11863,285000,6,2,2588,1,0,1,0
8147,209900,2,2,1536,1,0,1,0
74806,144900,3,2,1120,1,0,0,1
37775,159900,2,2,945,1,0,0,1
86644,157000,3,1,960,1,0,0,1
59891,235000,4,2,2042,1,0,1,0
2816,275000,8,3,2831,1,0,1,0
80325,149900,2,1,936,1,0,0,1
33714,349000,3,2,2571,1,0,1,0
97152,429900,3,2,3064,1,1,0,0
99031,285000,4,2,1813,1,0,1,0
94681,429000,3,4,1680,1,0,1,0
37775,299900,2,2,1286,1,0,0,1
22188,265000,3,1,1503,1,0,1,0
99650,560000,3,2,3088,1,1,0,0
108585,389900,3,2,1860,1,0,1,0
97152,199500,3,1,1036,1,0,0,1
79346,199900,6,2,2340,1,0,1,0
107007,349900,3,2,1913,1,0,1,0
59891,188880,3,2,972,1,0,0,1
22188,198000,2,1,1296,1,0,0,1
37775,279000,6,2,2588,1,0,1,0
22637,239000,3,2,1422,1,0,0,1
94514,560000,5,5,4015,1,1,0,0
53016,199900,2,1,828,1,0,0,1
8147,209900,2,1,896,1,0,0,1
86644,174900,3,2,1118,1,0,0,1
61569,299900,3,1,1500,1,0,1,0
53016,125000,2,2,808,1,0,0,1
53016,349500,3,2,1711,1,0,1,0
56729,299900,2,2,1131,1,0,0,1
2816,199000,3,1,912,1,0,0,1
80325,325000,3,2,1944,1,0,1,0
4429,399900,4,3,2400,1,0,1,0
61569,320000,2,2,1203,1,0,0,1
71852,158000,2,2,1075,1,0,0,1
53016,159900,2,1,1098,1,0,0,1
37775,239900,3,2,1845,1,0,1,0
33714,280000,6,2,1868,1,0,1,0
71852,249900,4,1,1425,1,0,0,1
56729,209000,4,1,1209,1,0,0,1
41392,39900,2,1,610,1,0,0,1
48733,192000,2,2,864,1,0,0,1
53016,199900,2,1,816,1,0,0,1
22700,170000,3,1,1267,1,0,0,1
21437,299000,3,2,1146,1,0,0,1
0,250000,6,2,2340,1,0,1,0
53016,229900,3,1,1346,1,0,0,1
30212,124900,2,2,804,1,0,0,1
33507,230000,3,1,950,1,0,0,1
37427,349500,2,1,768,1,0,0,1
81218,216900,2,2,936,1,0,0,1
11863,259900,3,2,1875,1,0,1,0
98733,240000,3,3,1819,1,0,1,0
87415,164900,4,1,1482,1,0,0,1
37775,450000,12,4,5850,1,1,0,0
81218,204900,2,2,936,1,0,0,1
37775,294999,6,2,2880,1,0,1,0
22789,629900,5,4,3516,1,1,0,0
66591,385000,4,3,2121,1,0,1,0
71852,240000,4,1,1813,1,0,1,0
67455,314900,4,2,2499,1,0,1,0
22789,449900,3,3,2002,1,0,1,0
8147,339900,4,2,1916,1,0,1,0
13835,150000,4,1,2405,1,0,1,0
30212,229900,2,2,1262,1,0,0,1
53016,280000,3,2,1428,1,0,0,1
48733,305000,4,2,1500,1,0,1,0
71852,224900,4,2,2542,1,0,1,0
53016,279900,8,3,3129,1,1,0,0
44941,219900,3,2,1251,1,0,0,1
53710,199900,3,1,1056,1,0,0,1
71674,585000,3,3,2100,1,0,1,0
41067,239900,2,2,1596,1,0,1,0
8147,196000,3,1,1384,1,0,0,1
41067,219900,3,2,1330,1,0,0,1
67455,89000,1,1,720,1,0,0,1
10548,238900,3,1,1075,1,0,0,1
11863,270000,3,2,1144,1,0,0,1
33714,225000,4,2,1846,1,0,1,0
101097,158900,5,2,1887,1,0,1,0
2816,210000,2,2,1120,1,0,0,1
108015,210000,3,2,1314,1,0,0,1
108632,187000,4,4,1860,1,0,1,0
37775,350000,3,3,1700,1,0,1,0
71852,449900,3,4,1907,1,0,1,0
33714,285000,4,4,1872,1,0,1,0
37775,279900,3,2,1199,1,0,0,1
27510,249000,3,2,1806,1,0,1,0
80325,207000,3,2,1384,1,0,0,1
13548,299900,3,3,1577,1,0,1,0
33714,145000,1,1,578,1,0,0,1
52241,229900,1,2,1562,1,0,1,0
33714,177000,2,1,816,1,0,0,1
8147,189900,3,1,1356,1,0,0,1
44805,449900,4,3,2124,1,0,1,0
10587,495000,4,3,1978,1,0,1,0
53016,325000,4,2,2804,1,0,1,0
53016,199900,3,2,1179,1,0,0,1
92182,279900,3,2,1605,1,0,1,0
53016,599900,3,3,4606,1,1,0,0
71852,229000,4,2,1415,1,0,0,1
53016,270000,4,2,2128,1,0,1,0
35275,289900,4,2,1612,1,0,1,0
58796,199999,2,2,882,1,0,0,1
8147,225000,5,3,2522,1,0,1,0
22637,245000,3,1,1008,1,0,0,1
53016,199900,3,1,1144,1,0,0,1
71852,350000,4,2,1982,1,0,1,0
89766,268900,2,2,1395,1,0,0,1
37775,180000,7,2,3262,1,1,0,0
8147,219900,2,1,988,1,0,0,1
8147,180000,3,2,1192,1,0,0,1
59891,250000,6,4,1944,1,0,1,0
71852,339900,3,3,1976,1,0,1,0
20619,140000,2,2,972,1,0,0,1
5934,279000,2,1,955,1,0,0,1
53016,209900,3,1,950,1,0,0,1
11863,179900,2,1,768,1,0,0,1
37775,230000,4,2,2088,1,0,1,0
30212,79900,1,1,570,1,0,0,1
8147,280000,4,2,1728,1,0,1,0
55171,300000,4,3,2753,1,0,1,0
37775,210000,2,1,1272,1,0,0,1
71852,255000,3,1,1176,1,0,0,1
2241,239900,3,2,1056,1,0,0,1
22700,220000,2,1,871,1,0,0,1
52241,399900,6,4,3780,1,1,0,0
89766,214900,3,2,1532,1,0,1,0
30212,379900,3,3,1700,1,0,1,0
90212,395000,8,4,2842,1,0,1,0
8147,259000,4,2,1770,1,0,1,0
104047,350000,4,2,1568,1,0,1,0
56729,139000,3,2,1330,1,0,0,1
67455,239000,2,1,1064,1,0,0,1
37775,350000,3,3,3276,1,1,0,0
8147,284900,3,2,1600,1,0,1,0
53016,239900,3,2,1086,1,0,0,1
39620,230000,2,1,816,1,0,0,1
71852,284900,4,2,2070,1,0,1,0
37775,364900,6,4,2688,1,0,1,0
37775,129900,2,1,723,1,0,0,1
22637,249900,5,3,2095,1,0,1,0
92102,249900,4,2,2106,1,0,1,0
53016,159900,2,1,853,1,0,0,1
84383,275000,3,1,768,1,0,0,1
53016,239900,3,2,1848,1,0,1,0
37775,330000,3,2,1488,1,0,0,1
53016,269900,2,2,1358,1,0,0,1
53710,199900,3,2,1040,1,0,0,1
8147,399900,4,2,1761,1,0,1,0
16607,259900,2,2,1008,1,0,0,1
85966,339900,6,2,2160,1,0,1,0
3357,299900,3,2,2016,1,0,1,0
37775,259900,3,2,980,1,0,0,1
41067,184900,3,2,1248,1,0,0,1
10141,199900,2,1,1100,1,0,0,1
53016,164900,2,1,1020,1,0,0,1
55379,149000,6,2,1950,1,0,1,0
22188,748000,3,2,1753,1,0,1,0
78440,240000,3,1,1126,1,0,0,1
17792,305000,2,2,2203,1,0,1,0
78440,245000,4,2,1344,1,0,0,1
17792,374900,4,2,3060,1,1,0,0
17792,289900,3,2,1784,1,0,1,0
53016,469000,4,3,2428,1,0,1,0
98727,380000,3,2,1608,1,0,1,0
53016,249900,10,4,3448,1,1,0,0
2241,249900,3,2,1287,1,0,0,1
10198,209900,2,2,1261,1,0,0,1
33714,299000,3,2,1350,1,0,0,1
8147,985000,4,5,3418,1,1,0,0
87415,279900,4,2,1310,1,0,0,1
8147,550000,4,1,1091,1,0,0,1
8147,255000,3,2,1564,1,0,1,0
53016,159000,8,2,2322,1,0,1,0
8147,209900,8,4,3720,1,1,0,0
58796,229000,2,4,1428,1,0,0,1
4006,289900,4,2,1440,1,0,0,1
37775,229900,3,2,1130,1,0,0,1
22700,299000,3,2,1878,1,0,1,0
37775,239900,3,1,1384,1,0,0,1
44941,244900,2,1,900,1,0,0,1
53016,239900,3,2,1380,1,0,0,1
44358,254900,3,2,1490,1,0,0,1
48688,299900,4,4,1980,1,0,1,0
89766,239000,2,2,1345,1,0,0,1
33714,325000,8,4,2524,1,0,1,0
8147,284900,8,3,3896,1,1,0,0
20717,205000,2,1,812,1,0,0,1
56729,194900,3,1,975,1,0,0,1
97152,149900,3,1,1424,1,0,0,1
71852,359900,3,3,2528,1,0,1,0
37775,299900,3,1,1516,1,0,1,0
92182,219900,2,1,1039,1,0,0,1
71852,289900,3,2,1264,1,0,0,1
53016,339000,4,3,2059,1,0,1,0
80325,289999,3,1,1760,1,0,1,0
33714,170000,3,1,988,1,0,0,1
71674,352900,3,2,1488,1,0,0,1
22789,399000,4,2,1728,1,0,1,0
2816,215000,3,1,1075,1,0,0,1
33505,227000,4,2,1428,1,0,0,1
85966,199900,6,2,2520,1,0,1,0
41067,350000,4,3,1612,1,0,1,0
13414,175000,2,1,1286,1,0,0,1
81218,265000,4,2,2651,1,0,1,0
56729,234900,3,1,1305,1,0,0,1
71852,259900,3,2,1466,1,0,0,1
13414,125000,3,2,1470,1,0,0,1
8147,150000,2,2,800,1,0,0,1
37427,325000,2,1,1660,1,0,1,0
8147,265000,3,1,1206,1,0,0,1
22700,279000,4,4,5226,1,1,0,0
22188,195000,2,1,912,1,0,0,1
30212,234900,3,2,864,1,0,0,1
58796,169900,3,1,1152,1,0,0,1
33714,324900,7,3,3226,1,1,0,0
80930,244900,2,1,1014,1,0,0,1
68778,199900,4,1,1008,1,0,0,1
97152,149900,3,2,2136,1,0,1,0
71852,225000,3,2,1572,1,0,1,0
5934,214900,3,2,1388,1,0,0,1
65839,69000,3,1,1246,1,0,0,1
22637,419900,2,2,1540,1,0,1,0
85966,249900,4,1,1376,1,0,0,1
8147,159900,2,1,720,1,0,0,1
71852,300000,3,2,1920,1,0,1,0
37775,164900,2,1,858,1,0,0,1
17792,215000,2,2,900,1,0,0,1
98443,224900,3,1,1472,1,0,0,1
22637,163000,3,2,1152,1,0,0,1
33714,174900,3,2,1968,1,0,1,0
37775,159900,2,2,912,1,0,0,1
22637,242900,7,3,3168,1,1,0,0
53016,199000,2,1,1061,1,0,0,1
56729,214900,3,1,1404,1,0,0,1
60935,355000,3,3,2056,1,0,1,0
84,155000,2,2,1216,1,0,0,1
71852,75000,3,1,1096,1,0,0,1
22188,269900,3,1,1048,1,0,0,1
94747,149900,3,2,1036,1,0,0,1
22700,264900,2,2,1274,1,0,0,1
8147,260000,4,2,1980,1,0,1,0
22637,369900,2,2,1650,1,0,1,0
51882,135000,3,1,950,1,0,0,1
53016,420000,3,2,2187,1,0,1,0
53016,239900,3,2,1362,1,0,0,1
8147,285000,2,1,1148,1,0,0,1
84383,263900,3,1,952,1,0,0,1
79346,259900,3,1,1040,1,0,0,1
56729,224900,2,1,761,1,0,0,1
86588,229900,2,2,993,1,0,0,1
8147,299900,2,1,1004,1,0,0,1
52241,175000,2,1,1050,1,0,0,1
3357,134000,3,2,1170,1,0,0,1
8147,425000,2,2,1296,1,0,0,1
48460,175000,3,2,1392,1,0,0,1
10277,519000,5,3,4439,1,1,0,0
71852,229900,2,1,1421,1,0,0,1
74806,369000,5,2,2138,1,0,1,0
81415,179000,4,2,1693,1,0,1,0
10198,324900,1,1,1412,1,0,0,1
30212,234900,2,2,1348,1,0,0,1
53016,515000,3,3,3100,1,1,0,0
8147,139900,2,2,1196,1,0,0,1
107912,639000,3,3,3114,1,1,0,0
33714,415000,3,3,2277,1,0,1,0
52241,279000,3,2,1543,1,0,1,0
8147,249900,6,2,3202,1,1,0,0
8147,429900,5,6,3694,1,1,0,0
53710,244900,4,2,1540,1,0,1,0
53710,449000,3,3,2458,1,0,1,0
53016,219900,4,2,2138,1,0,1,0
8147,669900,5,3,2859,1,0,1,0
78440,550000,4,3,2458,1,0,1,0
30212,275000,3,2,1335,1,0,0,1
71852,325000,3,2,1509,1,0,1,0
81415,255000,3,2,1451,1,0,0,1
58796,289900,3,1,1114,1,0,0,1
35251,399900,3,2,1452,1,0,0,1
71852,219900,3,2,1022,1,0,0,1
22637,360000,3,2,1248,1,0,0,1
71852,240000,4,2,1718,1,0,1,0
104428,229000,2,1,1172,1,0,0,1
8147,244900,3,2,1316,1,0,0,1
53016,108000,1,1,644,1,0,0,1
108585,214900,2,1,1014,1,0,0,1
94287,259900,2,1,1144,1,0,0,1
21163,349900,8,4,2858,1,0,1,0
94944,185000,3,2,1302,1,0,0,1
22637,369900,2,2,1650,1,0,1,0
37775,134900,2,1,723,1,0,0,1
107958,275000,4,3,2056,1,0,1,0
48733,550000,4,1,1490,1,0,0,1
16607,367500,3,2,1872,1,0,1,0
58796,534900,6,2,2779,1,0,1,0
97152,339900,3,1,1124,1,0,0,1
61569,599000,3,3,2399,1,0,1,0
11863,264900,5,2,1536,1,0,1,0
38155,110000,3,1,1275,1,0,0,1
69377,159900,2,1,1100,1,0,0,1
108585,244500,2,1,992,1,0,0,1
22188,365000,2,2,1764,1,0,1,0
108632,179900,3,1,1540,1,0,1,0
53710,249900,5,2,2409,1,0,1,0
37775,234900,3,1,864,1,0,0,1
53016,170000,2,1,1268,1,0,0,1
8147,175000,3,1,1391,1,0,0,1
92859,285000,4,4,1870,1,0,1,0
71852,255000,2,2,1048,1,0,0,1
53710,259900,2,1,1105,1,0,0,1
58796,239999,3,1,1104,1,0,0,1
18982,349900,3,2,1848,1,0,1,0
27510,229900,2,1,900,1,0,0,1
28869,225000,4,2,1302,1,0,0,1
108015,249900,6,2,1910,1,0,1,0
8147,204900,3,2,1394,1,0,0,1
22188,89900,2,1,1536,1,0,1,0
22700,400000,8,8,7380,1,1,0,0
77179,294900,4,2,2516,1,0,1,0
37775,104900,1,1,413,1,0,0,1
10141,299000,4,2,1860,1,0,1,0
37775,279900,3,1,1048,1,0,0,1
16392,259000,6,4,1920,1,0,1,0
37775,299900,3,2,1544,1,0,1,0
80325,229000,3,1,1508,1,0,1,0
67832,299900,3,2,1372,1,0,0,1
53016,449000,3,3,2694,1,0,1,0
33505,199900,3,2,1075,1,0,0,1
55379,250000,3,2,1789,1,0,1,0
67455,274900,4,2,2402,1,0,1,0
27510,155000,1,1,882,1,0,0,1
32912,444900,4,3,2380,1,0,1,0
9975,339900,5,3,2662,1,0,1,0
53016,239900,2,2,960,1,0,0,1
27510,297500,4,2,1631,1,0,1,0
41067,425000,2,2,1396,1,0,0,1
71852,169900,3,2,1402,1,0,0,1
53016,99000,2,1,541,1,0,0,1
8147,199900,4,2,1426,1,0,0,1
37775,289000,5,2,2232,1,0,1,0
30212,99900,3,1,828,1,0,0,1
81415,230000,2,2,1413,1,0,0,1
33507,314900,3,2,1632,1,0,1,0
80325,364900,4,2,1524,1,0,1,0
37775,249488,4,3,1610,1,0,1,0
71852,270000,3,1,1494,1,0,0,1
12856,430000,3,2,2025,1,0,1,0
81218,225000,2,1,848,1,0,0,1
56729,279000,4,2,1541,1,0,1,0
44221,189900,5,3,2581,1,0,1,0
8147,215000,6,3,2033,1,0,1,0
83150,299900,4,2,1458,1,0,0,1
37775,229000,3,1,1008,1,0,0,1
53016,295000,4,2,1860,1,0,1,0
107958,192500,3,1,900,1,0,0,1
80325,220000,3,1,936,1,0,0,1
81218,218000,7,4,7368,1,1,0,0
33507,230000,3,1,1400,1,0,0,1
37775,74999,2,1,541,1,0,0,1
77152,357000,3,2,1604,1,0,1,0
10141,325000,4,3,2392,1,0,1,0
8147,205000,7,2,3447,1,1,0,0
98443,109900,3,1,1253,1,0,0,1
6569,300000,4,1,1180,1,0,0,1
30212,195000,2,2,1030,1,0,0,1
39620,209900,3,2,1546,1,0,1,0
22700,239900,3,2,1830,1,0,1,0
81218,249900,3,1,1065,1,0,0,1
37036,260000,8,2,3818,1,1,0,0
77152,249900,2,1,1118,1,0,0,1
97152,289900,3,2,1598,1,0,1,0
81415,165000,4,2,2098,1,0,1,0
99650,269900,3,2,1538,1,0,1,0
12108,199900,3,2,1188,1,0,0,1
48894,259900,2,1,864,1,0,0,1
48894,229000,4,2,1636,1,0,1,0
80325,199900,3,1,942,1,0,0,1
33505,329999,7,3,2498,1,0,1,0
10141,169000,2,1,893,1,0,0,1
33507,229000,4,1,1042,1,0,0,1
27510,695000,4,2,1932,1,0,1,0
22789,249900,3,2,1425,1,0,0,1
8147,101900,2,2,1584,1,0,1,0
10277,699000,5,2,1800,1,0,1,0
107958,389900,3,2,1815,1,0,1,0
736,389900,5,2,2359,1,0,1,0
61569,425000,3,3,2202,1,0,1,0
8147,596900,16,6,5434,1,1,0,0
11863,265000,6,2,2446,1,0,1,0
20052,280000,3,1,1161,1,0,0,1
59891,183000,3,2,772,1,0,0,1
22789,469000,2,3,2380,1,0,1,0
44221,269000,6,2,2462,1,0,1,0
53016,219000,2,1,832,1,0,0,1
58796,259000,4,2,1728,1,0,1,0
2241,249900,3,1,1196,1,0,0,1
33507,275000,6,3,1876,1,0,1,0
